Date,PM2.5,PM10,RH,SR
08-05-2019 05:00,512.25,608,2.5,50.82
08-05-2019 06:00,480,452.75,2.5,333.28
08-05-2019 07:00,342,407,2.5,401
08-05-2019 08:00,357.5,458.75,2.5,417.68
08-05-2019 09:00,238.25,559.5,2.5,427.62
08-05-2019 10:00,199.5,582,2.5,430.58
08-05-2019 11:00,181,641.75,2.5,431.12
08-05-2019 12:00,198.25,574.25,2.5,426.88
08-05-2019 13:00,159.25,467,2.5,419.8
08-05-2019 14:00,134,401,2.5,406.8
08-05-2019 15:00,141.25,334.5,2.5,388.28
08-05-2019 16:00,123.5,326.75,2.5,365.38
08-05-2019 17:00,126,332.25,2.5,334.98
08-05-2019 18:00,164,334,2.5,178.92
08-05-2019 19:00,163.25,389.25,2.5,14.45
08-05-2019 20:00,176.5,460.75,2.5,13
08-05-2019 21:00,209.75,477,2.5,12.98
08-05-2019 22:00,265,588.75,2.5,12.82
08-05-2019 23:00,307.5,641.5,2.5,12.98
09-05-2019 00:00,324.75,675.25,2.5,12.95
09-05-2019 01:00,347.5,860.25,2.5,12.72
09-05-2019 02:00,262.25,525.5,2.5,12.68
09-05-2019 03:00,227.25,514.75,2.5,12.72
09-05-2019 04:00,205,488,2.5,12.62
09-05-2019 05:00,121.25,351.75,2.5,48.42
09-05-2019 06:00,70,332,2.5,326.7
09-05-2019 07:00,93.5,316,2.5,397.75
09-05-2019 08:00,269,374.75,2.5,416.28
09-05-2019 09:00,344.25,557,2.5,427.9
09-05-2019 10:00,188,685.25,2.5,431.05
09-05-2019 11:00,189,603.75,2.5,430.85
09-05-2019 12:00,217.25,587.5,2.52,429.85
09-05-2019 13:00,172.75,567.5,2.5,419.48
09-05-2019 14:00,134.5,434.75,2.52,404.95
09-05-2019 15:00,128.5,349.25,2.52,390.2
09-05-2019 16:00,127.25,298.25,2.5,358.92
09-05-2019 17:00,142.75,291.25,2.5,324.55
09-05-2019 18:00,171.5,313.5,2.5,151.15
09-05-2019 19:00,221.75,386.25,2.5,14.1
09-05-2019 20:00,250.75,511.5,2.5,13.02
09-05-2019 21:00,194.75,524.25,2.5,13.05
09-05-2019 22:00,195.75,650.75,2.5,13.05
09-05-2019 23:00,206,677.5,2.5,13.05
10-05-2019 00:00,188.5,558.5,2.5,13.02
10-05-2019 01:00,203.25,495.25,2.5,12.72
10-05-2019 02:00,294.75,435.75,2.5,12.78
10-05-2019 03:00,269.25,476,2.5,12.65
10-05-2019 04:00,195.25,404.5,2.5,12.68
10-05-2019 05:00,130.75,293.75,2.5,55.72
10-05-2019 06:00,91.25,273.25,2.5,336.67
10-05-2019 07:00,83.25,355,2.5,397.1
10-05-2019 08:00,118.25,427,2.5,416.48
10-05-2019 09:00,141,412.75,2.5,425.52
10-05-2019 10:00,157.75,370.25,2.5,428.38
10-05-2019 11:00,188.5,353.25,2.5,428.2
10-05-2019 12:00,170,290.25,2.5,428.2
10-05-2019 13:00,203.75,252.5,2.5,419.72
10-05-2019 14:00,180,220.5,2.5,405.42
10-05-2019 15:00,148.5,206,2.52,392.7
10-05-2019 16:00,124,223.25,2.5,360.55
10-05-2019 17:00,108.25,235.25,2.5,332.25
10-05-2019 18:00,86.25,268.25,2.5,71.6
10-05-2019 19:00,142.75,320,2.5,13.88
10-05-2019 20:00,208.5,405,2.5,12.92
10-05-2019 21:00,94.25,417.5,2.5,13.08
10-05-2019 22:00,134.5,494.5,2.5,13.02
10-05-2019 23:00,234.75,648.25,2.5,13.08
11-05-2019 00:00,201.75,746,2.5,13.05
11-05-2019 01:00,176,642.75,2.5,12.8
11-05-2019 02:00,145,391.25,2.5,12.68
11-05-2019 03:00,137.75,371.5,2.5,12.7
11-05-2019 04:00,120.25,424,2.5,12.68
11-05-2019 05:00,99.25,369.25,2.5,68.55
11-05-2019 06:00,91.75,326,2.5,348.52
11-05-2019 07:00,160,382.25,2.5,403.62
11-05-2019 08:00,249.25,450,2.5,418.12
11-05-2019 09:00,236.5,485.75,2.5,427.4
11-05-2019 10:00,204.75,424.5,2.5,433.85
11-05-2019 11:00,210.5,345.25,2.5,436.48
11-05-2019 12:00,208.25,310.25,2.5,434.92
11-05-2019 13:00,134,254.25,2.5,423.25
11-05-2019 14:00,105.5,240.25,2.5,407.02
11-05-2019 15:00,108.75,226,2.5,394.45
11-05-2019 16:00,136.25,235.75,2.5,373.08
11-05-2019 17:00,139,251.75,2.5,343.25
11-05-2019 18:00,102.75,286.25,2.5,184.45
11-05-2019 19:00,93.5,282.5,2.5,14.75
11-05-2019 20:00,125.75,337.5,2.5,12.9
11-05-2019 21:00,136.5,361,2.5,13.02
11-05-2019 22:00,141.25,385,2.5,13
11-05-2019 23:00,169.25,405,2.5,13.02
12-05-2019 00:00,196,457.5,2.5,12.92
12-05-2019 01:00,192.75,479.75,2.5,12.82
12-05-2019 02:00,188.5,361.25,2.5,12.78
12-05-2019 03:00,179,336.25,2.5,12.7
12-05-2019 04:00,191,364.5,2.5,12.72
12-05-2019 05:00,225.75,411,2.5,77.02
12-05-2019 06:00,256,294.51,2.5,347.95
12-05-2019 07:00,277,294.51,2.5,398.12
12-05-2019 08:00,317,294.51,2.5,423.05
12-05-2019 09:00,443.5,294.51,2.5,434.02
12-05-2019 10:00,452.5,294.51,2.5,438.67
12-05-2019 11:00,400.5,898,2.5,438.38
12-05-2019 12:00,315.25,838.25,2.5,437.15
12-05-2019 13:00,231,596.75,2.5,425.98
12-05-2019 14:00,178.75,391.75,2.5,409.75
12-05-2019 15:00,134.75,306.75,2.5,394.4
12-05-2019 16:00,125,218.75,2.5,372.28
12-05-2019 17:00,128.25,236.5,2.5,338.17
12-05-2019 18:00,111.75,282.25,2.5,184.2
12-05-2019 19:00,115,338.75,2.5,15.02
12-05-2019 20:00,125.5,364.25,2.5,12.92
12-05-2019 21:00,155.5,446.25,2.5,13.05
12-05-2019 22:00,176.75,580.5,2.5,13.08
12-05-2019 23:00,180.75,527,2.5,13
13-05-2019 00:00,217.5,461,2.5,13
13-05-2019 01:00,269.5,492.75,2.5,12.7
13-05-2019 02:00,305.25,578,2.5,12.65
13-05-2019 03:00,298.25,535.25,2.5,12.75
13-05-2019 04:00,272.25,507,2.5,12.7
13-05-2019 05:00,280,514,2.5,52.78
13-05-2019 06:00,258,484.5,2.5,316.6
13-05-2019 07:00,309.25,604.75,2.5,390.68
13-05-2019 08:00,446.5,645.75,2.5,408.48
13-05-2019 09:00,667.75,755.75,2.5,413.28
13-05-2019 10:00,589,764,2.5,420.48
13-05-2019 11:00,343.5,607.25,2.5,425.58
13-05-2019 12:00,209.5,330.75,2.55,427.95
13-05-2019 13:00,164.25,252.25,2.52,413.28
13-05-2019 14:00,152,250.25,2.52,397.4
13-05-2019 15:00,174,262,2.5,376.1
13-05-2019 16:00,138.25,238.75,2.5,367.02
13-05-2019 17:00,130.25,339,2.5,307.7
13-05-2019 18:00,112,591.75,2.5,132.95
13-05-2019 19:00,52,336.75,2.5,13.2
13-05-2019 20:00,41.75,176.25,2.5,12.9
13-05-2019 21:00,39.5,224.75,2.5,12.98
13-05-2019 22:00,42.5,472,2.5,12.98
13-05-2019 23:00,38.25,516.25,2.5,12.8
14-05-2019 00:00,37.75,416.5,2.5,13
14-05-2019 01:00,47,98,2.5,12.78
14-05-2019 02:00,57.5,101,2.5,12.72
14-05-2019 03:00,50,294.51,2.5,12.82
14-05-2019 04:00,69,294.51,2.5,12.7
14-05-2019 05:00,120.75,389,2.5,71.08
14-05-2019 06:00,104.25,338,2.5,356.85
14-05-2019 07:00,96.5,188,2.5,409.35
14-05-2019 08:00,85.75,200.25,2.5,406.35
14-05-2019 09:00,111.5,226,2.5,422.15
14-05-2019 10:00,129.25,271,2.5,441
14-05-2019 11:00,103.75,247.75,2.5,444.25
14-05-2019 12:00,92.5,214.5,2.5,444.3
14-05-2019 13:00,76.75,225.5,2.5,433.8
14-05-2019 14:00,69.5,174.25,2.5,417.92
14-05-2019 15:00,68.25,171.25,2.5,400.75
14-05-2019 16:00,72,165.25,2.5,378.45
14-05-2019 17:00,76.25,198,2.5,353
14-05-2019 18:00,79.75,165.25,2.5,197.12
14-05-2019 19:00,122.25,160.75,2.5,16.08
14-05-2019 20:00,90.5,172,2.5,12.32
14-05-2019 21:00,110,294.51,2.5,12.48
14-05-2019 22:00,147.25,294.51,2.5,12.52
14-05-2019 23:00,107.5,294.51,2.5,12.42
15-05-2019 00:00,166,294.51,2.5,12.5
15-05-2019 01:00,274,431,2.5,12.05
15-05-2019 02:00,354.75,428.75,2.5,12
15-05-2019 03:00,306,422,2.5,12.05
15-05-2019 04:00,152.5,294.51,2.5,12.02
15-05-2019 05:00,126.75,294.51,2.5,82.58
15-05-2019 06:00,127,291,2.5,339.92
15-05-2019 07:00,109.5,284,2.5,362.12
15-05-2019 08:00,127.5,261.5,2.5,54.4
15-05-2019 09:00,121.5,228,2.5,151.75
15-05-2019 10:00,96,123.25,2.78,423.33
15-05-2019 11:00,43.75,83.25,3.05,460.45
15-05-2019 12:00,73,118.5,2.5,463.98
15-05-2019 13:00,61.25,97.5,2.5,455.05
15-05-2019 14:00,55,79.75,2.5,430.45
15-05-2019 15:00,59.25,95.75,2.5,416.3
15-05-2019 16:00,54.75,105,2.5,392.4
15-05-2019 17:00,54.25,117,2.5,365.17
15-05-2019 18:00,42.75,115.5,2.5,232.2
15-05-2019 19:00,42.5,140.75,2.5,16.68
15-05-2019 20:00,93.75,252.75,2.5,12.78
15-05-2019 21:00,149.25,407.25,2.5,12.7
15-05-2019 22:00,105,559,2.5,12.75
15-05-2019 23:00,79.25,215,2.5,12.75
16-05-2019 00:00,60,152.75,2.5,12.65
16-05-2019 01:00,91.75,189.75,2.5,12.42
16-05-2019 02:00,152.5,240.25,2.5,12.3
16-05-2019 03:00,150.25,233.5,2.5,12.32
16-05-2019 04:00,133.75,226.75,2.5,12.48
16-05-2019 05:00,136.25,422.75,2.5,58
16-05-2019 06:00,95.5,774.75,2.5,342.5
16-05-2019 07:00,49.75,407,2.5,336.42
16-05-2019 08:00,47.25,158.75,2.5,407.58
16-05-2019 09:00,65,174.75,2.5,421.72
16-05-2019 10:00,73.25,155.5,2.5,427.65
16-05-2019 11:00,49.5,133.75,2.5,427.25
16-05-2019 12:00,36,117.25,2.5,439.28
16-05-2019 13:00,31,100,2.5,418.2
16-05-2019 14:00,47.5,147,2.52,420.17
16-05-2019 15:00,63.25,176.5,2.52,410.08
16-05-2019 16:00,65,161,2.5,388.85
16-05-2019 17:00,47.75,148.25,2.5,339.58
16-05-2019 18:00,42.5,155.5,2.5,220.08
16-05-2019 19:00,49.25,159.75,2.5,16.8
16-05-2019 20:00,66,186,2.5,12.92
16-05-2019 21:00,108.75,258.25,2.5,12.92
16-05-2019 22:00,145.75,307.25,2.5,13
16-05-2019 23:00,158,347.5,2.5,13.08
17-05-2019 00:00,189.75,495,2.5,12.85
17-05-2019 01:00,135,389,2.5,12.7
17-05-2019 02:00,125.75,314.5,2.5,12.65
17-05-2019 03:00,138.25,332.75,2.5,12.7
17-05-2019 04:00,108.75,243.25,2.5,12.75
17-05-2019 05:00,125,283.5,2.5,55.45
17-05-2019 06:00,68,291,2.5,269.05
17-05-2019 07:00,82.25,637,2.5,344.85
17-05-2019 08:00,132.5,883.75,2.5,416.08
17-05-2019 09:00,159,868,2.5,431.28
17-05-2019 10:00,164,858.25,2.5,436.75
17-05-2019 11:00,129.5,678.5,2.5,439.28
17-05-2019 12:00,83,424.25,2.5,436.85
17-05-2019 13:00,63.25,277.25,2.5,421.02
17-05-2019 14:00,57,236,2.5,389.22
17-05-2019 15:00,52.5,235.75,2.5,363.42
17-05-2019 16:00,48.75,288.5,2.5,141.62
17-05-2019 17:00,50,121.5,2.92,400.75
17-05-2019 18:00,47,113.5,2.78,260.62
17-05-2019 19:00,45.5,115,2.52,18.58
17-05-2019 20:00,36.25,83.25,2.5,12.62
17-05-2019 21:00,18,82.5,2.5,14.18
17-05-2019 22:00,8.5,161.5,2.65,23.68
17-05-2019 23:00,17,37.25,2.68,22.1
18-05-2019 00:00,24.5,46.75,2.65,19.27
18-05-2019 01:00,39.75,49.25,2.6,14.68
18-05-2019 02:00,43.5,58.25,2.55,12.9
18-05-2019 03:00,37,54.5,2.5,12.65
18-05-2019 04:00,32.25,59,2.5,12.58
18-05-2019 05:00,34.5,87,2.5,81.53
18-05-2019 06:00,26.75,89.5,2.5,382.2
18-05-2019 07:00,22,94,2.5,431.1
18-05-2019 08:00,39.5,114.25,2.5,445.4
18-05-2019 09:00,48.75,116,2.5,454.15
18-05-2019 10:00,52.25,101.25,2.5,456.98
18-05-2019 11:00,44.75,103,2.5,458.88
18-05-2019 12:00,37.25,103.5,2.5,457.4
18-05-2019 13:00,36.25,95.75,2.5,441.2
18-05-2019 14:00,42.5,101.5,2.5,427
18-05-2019 15:00,50.5,122,2.5,409.3
18-05-2019 16:00,54,132.75,2.5,390.25
18-05-2019 17:00,56.5,154.75,2.5,368.32
18-05-2019 18:00,47.5,155.25,2.5,219.35
18-05-2019 19:00,52.5,161.75,2.5,17.55
18-05-2019 20:00,53.75,140.75,2.5,12.95
18-05-2019 21:00,53.5,147,2.5,13
18-05-2019 22:00,62.25,201.75,2.5,13.02
18-05-2019 23:00,81.75,245.25,2.5,13.08
19-05-2019 00:00,72,213.5,2.5,13.05
19-05-2019 01:00,70.5,157.75,2.5,12.88
19-05-2019 02:00,98.5,184.5,2.5,12.7
19-05-2019 03:00,113.75,205.25,2.5,12.55
19-05-2019 04:00,109.25,178.25,2.5,12.7
19-05-2019 05:00,106.75,173.5,2.5,68.28
19-05-2019 06:00,99,182,2.5,365.22
19-05-2019 07:00,82.25,153.25,2.5,411.17
19-05-2019 08:00,96.5,171,2.5,432.28
19-05-2019 09:00,100.5,186,2.5,439.4
19-05-2019 10:00,93,181.5,2.5,444.35
19-05-2019 11:00,74.75,163.75,2.5,446.42
19-05-2019 12:00,71.5,142.5,2.5,443.7
19-05-2019 13:00,60.5,117.25,2.5,423.52
19-05-2019 14:00,50.75,117,2.5,416.78
19-05-2019 15:00,54.75,123.5,2.5,397.72
19-05-2019 16:00,60.75,151.25,2.5,376.35
19-05-2019 17:00,61.25,147,2.5,347.15
19-05-2019 18:00,54.5,143.25,2.5,215.1
19-05-2019 19:00,51.25,152.75,2.5,17.35
19-05-2019 20:00,56.75,166.75,2.5,12.88
19-05-2019 21:00,62.25,198.25,2.5,13.05
19-05-2019 22:00,77.75,282.25,2.5,13.08
19-05-2019 23:00,122.75,397.75,2.5,13.08
20-05-2019 00:00,125,348,2.5,13.02
20-05-2019 01:00,125.5,261.5,2.5,12.75
20-05-2019 02:00,142.75,244,2.5,12.68
20-05-2019 03:00,192.25,317,2.5,12.62
20-05-2019 04:00,183.25,365.25,2.5,12.58
20-05-2019 05:00,134.5,295.25,2.5,71.28
20-05-2019 06:00,155,268.5,2.5,351.5
20-05-2019 07:00,234.5,340.5,2.5,403.78
20-05-2019 08:00,227,327.25,2.5,422.45
20-05-2019 09:00,154.25,265.5,2.5,428.72
20-05-2019 10:00,115.5,224.75,2.5,434.25
20-05-2019 11:00,82.75,177,2.5,436.02
20-05-2019 12:00,67,171,2.52,432.12
20-05-2019 13:00,53.25,164,2.5,417.42
20-05-2019 14:00,38.5,148.75,2.5,407.05
20-05-2019 15:00,37.5,156.25,2.5,388.05
20-05-2019 16:00,44.5,128.75,2.5,372.25
20-05-2019 17:00,56.5,132.25,2.5,349.58
20-05-2019 18:00,42.25,127.25,2.5,224.35
20-05-2019 19:00,46.25,139,2.5,18.85
20-05-2019 20:00,62.25,167.75,2.5,12.92
20-05-2019 21:00,57.75,170,2.5,12.95
20-05-2019 22:00,75.75,225.5,2.5,13.08
20-05-2019 23:00,97,263.75,2.5,13.05
21-05-2019 00:00,98.5,278.75,2.5,12.92
21-05-2019 01:00,98,262.25,2.5,12.7
21-05-2019 02:00,112,256.25,2.5,12.65
21-05-2019 03:00,120.25,236.25,2.5,12.62
21-05-2019 04:00,128.25,215.75,2.5,12.7
21-05-2019 05:00,129.5,224.75,2.5,80.53
21-05-2019 06:00,118.25,205.25,2.5,349.1
21-05-2019 07:00,111,211.75,2.5,396.82
21-05-2019 08:00,123.25,194,2.5,418.18
21-05-2019 09:00,121.75,216.75,2.5,426.38
21-05-2019 10:00,105.5,184,2.5,429.4
21-05-2019 11:00,76,153.75,2.5,431.33
21-05-2019 12:00,66.25,148.5,2.5,431.08
21-05-2019 13:00,45.25,105,2.5,411.33
21-05-2019 14:00,42.5,101.25,2.55,404.4
21-05-2019 15:00,38,111.75,2.5,387.02
21-05-2019 16:00,34,101.25,2.52,368.28
21-05-2019 17:00,48,125.75,2.5,359.25
21-05-2019 18:00,45.5,144.5,2.5,251.9
21-05-2019 19:00,46.75,129,2.5,18.6
21-05-2019 20:00,42.5,140.5,2.5,12.95
21-05-2019 21:00,32.25,115.25,2.5,13
21-05-2019 22:00,39.75,143.5,2.5,12.92
21-05-2019 23:00,67.5,217.75,2.5,13.05
22-05-2019 00:00,83.75,257,2.5,12.82
22-05-2019 01:00,66.75,188.5,2.5,12.62
22-05-2019 02:00,76.25,143.75,2.5,12.72
22-05-2019 03:00,86.75,159.75,2.5,12.7
22-05-2019 04:00,88.25,153.25,2.5,12.55
22-05-2019 05:00,106.25,190.75,2.5,96.48
22-05-2019 06:00,100.25,185.5,2.5,249.58
22-05-2019 07:00,127.5,221,2.5,385.92
22-05-2019 08:00,80.25,155.75,2.5,390.75
22-05-2019 09:00,74.75,171.5,2.5,378.35
22-05-2019 10:00,63.75,193,2.5,405.65
22-05-2019 11:00,61,210.25,2.5,419.1
22-05-2019 12:00,62.5,181.25,2.5,411.98
22-05-2019 13:00,56.75,156.25,2.5,396.08
22-05-2019 14:00,50,155,2.5,390.88
22-05-2019 15:00,41.75,136,2.5,379.85
22-05-2019 16:00,49.5,128.25,2.5,364.42
22-05-2019 17:00,60.5,142,2.5,340.98
22-05-2019 18:00,49.5,163.25,2.5,200.5
22-05-2019 19:00,71,239.75,2.5,18.6
22-05-2019 20:00,88.5,294.5,2.5,12.98
22-05-2019 21:00,110.75,318,2.5,12.95
22-05-2019 22:00,138.25,423.5,2.5,12.85
22-05-2019 23:00,87,261.5,2.5,12.9
23-05-2019 00:00,85.75,301.5,2.5,12.95
23-05-2019 01:00,97.5,268.25,2.5,12.7
23-05-2019 02:00,119.75,268.25,2.5,12.7
23-05-2019 03:00,131,310.5,2.5,12.7
23-05-2019 04:00,133.25,291.25,2.5,12.68
23-05-2019 05:00,118.5,245.5,2.5,103.85
23-05-2019 06:00,139.25,269.25,2.5,290.85
23-05-2019 07:00,165,278.75,2.5,381.4
23-05-2019 08:00,194,292.5,2.5,404.92
23-05-2019 09:00,152.25,267.5,2.5,409.78
23-05-2019 10:00,117,231,2.5,417.48
23-05-2019 11:00,131,245,2.5,426.72
23-05-2019 12:00,119.5,204.25,2.5,433.5
23-05-2019 13:00,83.5,142.25,2.5,410.75
23-05-2019 14:00,83.75,142.5,2.5,396.98
23-05-2019 15:00,96.5,163.5,2.5,383.98
23-05-2019 16:00,93.75,153,2.5,354.7
23-05-2019 17:00,94.25,159.5,2.5,211.9
23-05-2019 18:00,89.25,152,2.5,16.25
23-05-2019 19:00,98.5,110,2.5,13.12
23-05-2019 20:00,44,96.5,2.5,12.95
23-05-2019 21:00,45,59.5,2.5,12.92
23-05-2019 22:00,41.5,87.75,2.5,12.9
23-05-2019 23:00,46,125,2.5,12.95
24-05-2019 00:00,40.25,80.25,2.78,13.7
24-05-2019 01:00,55,89.5,3.05,15.92
24-05-2019 02:00,66.25,88.25,2.85,13.15
24-05-2019 03:00,69.25,102.75,2.7,12.82
24-05-2019 04:00,114,147.5,2.6,12.82
24-05-2019 05:00,143.75,173.25,2.52,69.65
24-05-2019 06:00,210,221.5,2.5,279.67
24-05-2019 07:00,171.25,212.5,2.52,407.48
24-05-2019 08:00,92.25,166.75,2.5,433.8
24-05-2019 09:00,60.5,172.75,2.5,445.7
24-05-2019 10:00,45.5,156.75,2.5,451.58
24-05-2019 11:00,24.75,143.5,2.5,451.95
24-05-2019 12:00,18.5,99.5,2.5,436.75
24-05-2019 13:00,10.25,71.5,2.5,423.88
24-05-2019 14:00,12.75,47.25,2.5,421.55
24-05-2019 15:00,29.75,55.25,2.5,403.35
24-05-2019 16:00,44.75,72,2.5,378.18
24-05-2019 17:00,61,95.25,2.5,360.33
24-05-2019 18:00,46.75,123.5,2.5,215.58
24-05-2019 19:00,39.25,106.75,2.5,18.42
24-05-2019 20:00,36.75,104.25,2.5,12.9
24-05-2019 21:00,37,106.5,2.5,13
24-05-2019 22:00,48.25,137.5,2.5,13
24-05-2019 23:00,68.75,156,2.5,12.95
25-05-2019 00:00,58.25,128.75,2.5,12.92
25-05-2019 01:00,69.5,111.5,2.5,12.7
25-05-2019 02:00,82,146.5,2.5,12.68
25-05-2019 03:00,71.5,201.25,2.5,12.58
25-05-2019 04:00,46.5,87,2.5,12.62
25-05-2019 05:00,36,73.75,2.5,99.42
25-05-2019 06:00,23.5,75,2.5,380.9
25-05-2019 07:00,20.5,92.5,2.5,415.7
25-05-2019 08:00,46.5,109.75,2.5,432.92
25-05-2019 09:00,58,140,2.5,441.4
25-05-2019 10:00,54,134.75,2.5,447.42
25-05-2019 11:00,33.75,111.75,2.5,447.7
25-05-2019 12:00,30.5,106,2.5,444.6
25-05-2019 13:00,13,76.75,2.5,419.62
25-05-2019 14:00,11,88.75,2.5,401.95
25-05-2019 15:00,17.5,91,2.5,387.55
25-05-2019 16:00,32.5,96,2.5,363.42
25-05-2019 17:00,41.75,111.25,2.5,340
25-05-2019 18:00,28.75,109,2.5,207.12
25-05-2019 19:00,30,100,2.5,21.2
25-05-2019 20:00,37.25,149,2.5,12.88
25-05-2019 21:00,38,142.75,2.5,12.9
25-05-2019 22:00,32,123.5,2.5,12.95
25-05-2019 23:00,41.5,115.5,2.5,12.98
26-05-2019 00:00,45.25,96.75,2.5,12.88
26-05-2019 01:00,63.25,104.5,2.5,12.78
26-05-2019 02:00,91.5,120,2.5,12.75
26-05-2019 03:00,74.25,114.25,2.5,12.65
26-05-2019 04:00,72,107.25,2.5,12.65
26-05-2019 05:00,69.75,107.5,2.5,118.72
26-05-2019 06:00,60.5,109.5,2.5,377.82
26-05-2019 07:00,58,138.5,2.5,410.9
26-05-2019 08:00,85.25,127.5,2.5,429.32
26-05-2019 09:00,110.5,162,2.5,438.9
26-05-2019 10:00,71.25,130.25,2.5,441.95
26-05-2019 11:00,52.75,115.25,2.5,444.7
26-05-2019 12:00,35.25,99.25,2.5,442.02
26-05-2019 13:00,18.75,59,2.5,412.12
26-05-2019 14:00,13.5,67.5,2.5,394.98
26-05-2019 15:00,22.75,87,2.5,385.62
26-05-2019 16:00,39.75,95.5,2.5,357.52
26-05-2019 17:00,43,96.75,2.5,331.65
26-05-2019 18:00,27.75,108,2.5,208.65
26-05-2019 19:00,31.5,123.75,2.5,21.98
26-05-2019 20:00,45.5,133.25,2.5,12.92
26-05-2019 21:00,45.25,108,2.5,13
26-05-2019 22:00,45,134.25,2.5,12.92
26-05-2019 23:00,62.25,150.5,2.5,13.02
27-05-2019 00:00,65.75,144.75,2.5,12.92
27-05-2019 01:00,63.75,126.75,2.5,12.82
27-05-2019 02:00,87.75,140,2.5,12.68
27-05-2019 03:00,84.25,143.5,2.5,12.78
27-05-2019 04:00,69,137.25,2.5,12.78
27-05-2019 05:00,76,153,2.5,101.62
27-05-2019 06:00,78.5,181,2.5,361.85
27-05-2019 07:00,99,177.25,2.5,402.5
27-05-2019 08:00,164,237,2.5,418.75
27-05-2019 09:00,161,234,2.5,427.1
27-05-2019 10:00,93,189,2.5,432.1
27-05-2019 11:00,514,322,2.5,435.2
27-05-2019 12:00,181.5,289.25,2.5,432.33
27-05-2019 13:00,37,230.75,2.52,403.38
27-05-2019 14:00,22.5,304.25,2.5,389.02
27-05-2019 15:00,24.75,159.25,2.5,377.45
27-05-2019 16:00,32.25,151.25,2.5,352.85
27-05-2019 17:00,43.25,189.5,2.5,323.32
27-05-2019 18:00,27,167,2.5,211.65
27-05-2019 19:00,25.25,176.25,2.5,23.25
27-05-2019 20:00,40.5,202.75,2.5,12.5
27-05-2019 21:00,53.5,221.25,2.5,12.68
27-05-2019 22:00,74.75,288.25,2.5,12.55
27-05-2019 23:00,96,318.5,2.5,12.55
28-05-2019 00:00,109.75,376.25,2.5,12.52
28-05-2019 01:00,90,271,2.5,12.2
28-05-2019 02:00,94,230.75,2.5,12.1
28-05-2019 03:00,84,224.5,2.5,12.22
28-05-2019 04:00,72.75,222.25,2.5,12.2
28-05-2019 05:00,81.75,271.25,2.5,116.92
28-05-2019 06:00,103.5,375.5,2.5,368.9
28-05-2019 07:00,120.75,385,2.5,401.98
28-05-2019 08:00,151.5,370,2.5,420.22
28-05-2019 09:00,121.5,332.25,2.5,429.22
28-05-2019 10:00,85.25,236,2.5,433.75
28-05-2019 11:00,38.25,191.75,2.5,436.68
28-05-2019 12:00,19.25,134.25,2.5,434.48
28-05-2019 13:00,14.5,103.25,2.5,402.42
28-05-2019 14:00,17.75,153.25,2.5,389.8
28-05-2019 15:00,25.5,188,2.5,377.48
28-05-2019 16:00,36.75,213,2.5,348.38
28-05-2019 17:00,44,240.5,2.5,322.85
28-05-2019 18:00,31.25,199.25,2.5,209.68
28-05-2019 19:00,32.5,189,2.5,22.78
28-05-2019 20:00,47.75,238,2.5,12.42
28-05-2019 21:00,67.5,310.25,2.5,12.5
28-05-2019 22:00,83.25,364.25,2.5,12.45
28-05-2019 23:00,90.75,404.5,2.5,12.55
29-05-2019 00:00,121.5,453.75,2.5,12.62
29-05-2019 01:00,122,413.25,2.5,12.23
29-05-2019 02:00,101,248,2.5,12.1
29-05-2019 03:00,80.5,233,2.5,12.18
29-05-2019 04:00,100,352.75,2.5,12.08
29-05-2019 05:00,97.5,329.5,2.5,114.12
29-05-2019 06:00,94.25,316.5,2.5,364.08
29-05-2019 07:00,111.25,316,2.5,401.55
29-05-2019 08:00,123,313.25,2.5,414.98
29-05-2019 09:00,116.5,307.75,2.5,422.38
29-05-2019 10:00,100,252,2.5,425.68
29-05-2019 11:00,72.5,204.5,2.5,426.75
29-05-2019 12:00,40,148,2.5,425.3
29-05-2019 13:00,28.5,138.25,2.5,397.7
29-05-2019 14:00,31.25,147.75,2.5,387.48
29-05-2019 15:00,37,162.5,2.5,372.52
29-05-2019 16:00,47.25,189.25,2.5,349.72
29-05-2019 17:00,57.25,208,2.5,325.98
29-05-2019 18:00,50.25,202.25,2.5,221.32
29-05-2019 19:00,58.5,239.75,2.5,22.55
29-05-2019 20:00,74.5,330.75,2.5,12.5
29-05-2019 21:00,95,409,2.5,12.55
29-05-2019 22:00,137,613.75,2.5,12.6
29-05-2019 23:00,148,705.25,2.5,12.55
30-05-2019 00:00,151.75,586.5,2.5,12.5
30-05-2019 01:00,148.25,473.75,2.5,12.3
30-05-2019 02:00,154.25,470.5,2.5,12.22
30-05-2019 03:00,142.75,495.5,2.5,12.28
30-05-2019 04:00,139.75,409.75,2.5,12.28
30-05-2019 05:00,138.5,369.5,2.5,98.4
30-05-2019 06:00,143.75,417.5,2.5,349.7
30-05-2019 07:00,111.25,349,2.5,393.1
30-05-2019 08:00,119.25,348.5,2.5,405.88
30-05-2019 09:00,119.5,363.75,2.5,416.3
30-05-2019 10:00,77.25,344,2.5,421.8
30-05-2019 11:00,61.5,212.75,2.5,423.02
30-05-2019 12:00,54.75,201,2.55,420.95
30-05-2019 13:00,44.75,195,2.55,395.78
30-05-2019 14:00,34.25,217.75,2.55,382.95
30-05-2019 15:00,31.25,192.75,2.5,373.8
30-05-2019 16:00,32,157.5,2.5,344.05
